Support / Oppose,Candidate,Amount,Name,Purchase,Office,Date,Aggregate Amount
Oppose,"Brady, Kevin","$1,340.86","Facebook, Inc.",Facebook Ad,State,,$0.00
Support,"Cruz, Ted","$1,340.72",YouTube,Digital Media Production/Placement,Presidential,2016-01-23,"$181,010.63"
Support,"Cruz, Ted","$1,320.56",YouTube,Digital Media Production/Placement,Presidential,2016-01-23,"$178,787.00"
Support,"Cruz, Rafael 'Ted'","$1,317.97",Facebook,Digital Media Production/Placement,Presidential,2016-02-26,"$575,635.45"
Support,"Cruz, Rafael 'Ted'","$1,309.50",Google,Digital Media Production/Placement,Presidential,2016-02-26,"$578,433.15"
Support,"Wilder, Sellus","$1,302.62",Facebook inc,facebook ads,State,2016-05-18,"$33,098.55"
Support,"Raskin, Jamie","$1,295.00",Google Adwords,Advertisement,State,2016-04-28,"$15,000.00"
Support,"Cruz, Rafael 'Ted'","$1,289.14",Facebook,Digital Media Production/Placement,Presidential,2016-02-27,"$599,626.50"
Support,"Cruz, Rafael 'Ted'","$1,287.14",Facebook,Digital Media Production/Placement- NORTH CAROLINA,Presidential,2016-03-08,"$1,228,341.11"
Support,"Cruz, Ted","$1,275.43",Facebook,Digital Media Production/Placement,Presidential,2016-01-20,"$27,268.47"
Support,"Cruz, Ted","$1,250.51",Facebook,Web Advertising,Presidential,2015-05-06,"$28,038.68"
Support,"Raskin, Jamie","$1,250.00",Facebook Adwords,Advertisement,State,2016-04-28,"$15,000.00"
Support,"Feingold, Russell Dana","$1,250.00",Google,Estimated Cost: Online Advertising Services,State,,"$2,750.00"
Oppose,"Bush, Jeb","$1,250.00",Google,Digital Advertising,Presidential,2015-11-20,"$342,360.69"
Oppose,"Cruz, Rafael Edward Ted","$1,250.00",Google,Digital Advertising,Presidential,2015-11-20,"$342,360.69"
Oppose,"Rubio, Marco","$1,250.00",Google,Digital Advertising,Presidential,2015-11-20,"$342,360.69"
Oppose,"Trump, Donald J","$1,250.00",Google,Digital Advertising,Presidential,2015-11-20,"$342,360.69"
Support,"Cruz, Rafael 'Ted'","$1,233.08",Facebook,Digital Media Production/Placement - DISTRICT OF COLUMBIA,Presidential,2016-03-12,"$1,462,065.58"
Support,"Cruz, Rafael 'Ted'","$1,199.39",Facebook,Digital Media Production/Placement - ALASKA,Presidential,2016-03-01,"$950,760.23"
Support,"Clinton, Hillary","$1,197.29",Twitter,Digital Advertising,Presidential,2016-10-19,"$490,664.02"
Support,"Clinton, Hillary","$1,197.29",Twitter,Digital Advertising,Presidential,2016-10-19,"$490,664.02"
Support,"Clinton, Hillary","$1,197.29",Twitter,Digital Advertising-Estimated costs,Presidential,2016-10-19,"$590,801.68"
Support,"Clinton, Hillary","$1,197.29",Twitter,Digital Advertising-Estimated costs,Presidential,2016-10-19,"$567,664.03"
Support,"Cruz, Rafael 'Ted'","$1,193.83",Facebook,Digital Media Production/Placement,Presidential,2015-07-29,"$3,500.00"
Oppose,"Ayotte, Kelly","$1,193.21",Facebook Inc.,Promotion of social media posts,State,2016-10-10,"$3,543.91"
Oppose,"Trump, Donald J.","$1,178.00",Facebook Inc,Digital Advertising,Presidential,2016-10-27,"$68,103.00"
Support,"Cruz, Ted","$1,135.53",Facebook,Digital Media Production/Placement,Presidential,2016-01-23,"$167,734.49"
Support,"Cruz, Ted","$1,113.89",Facebook,Digital Media Production/Placement,Presidential,2016-01-05,"$209,200.34"
Support,"Cruz, Ted","$1,111.57",Facebook,Digital Media Production/Placement,Presidential,2016-01-21,"$71,104.33"
Support,"Cruz, Ted","$1,105.61",Facebook,Digital Media Production/Placement,Presidential,2016-01-04,"$208,086.45"
Support,"Teachout, Zephyr","$1,100.00",Google,Estimated Cost: Online Advertising Services,State,,"$18,913.13"
Oppose,"Trump, Donald J","$1,100.00",Facebook,Digital ads,Presidential,2016-10-04,"$15,975.00"
Support,"Cruz, Rafael 'Ted'","$1,096.51",Facebook,Digital Media Production/Placement,Presidential,2016-02-26,"$575,413.99"
Oppose,"Trump, Donald","$1,017.49",Facebook,Advertising,Presidential,2016-10-17,"$21,017.49"
Support,"Trump, Donald J","$1,002.85",Facebook,Advertising - Facebook,Presidential,2016-08-10,"$1,002.85"
Support,"Cruz, Rafael 'Ted'","$1,001.67",Google,Digital Media Production/Placement - ALASKA,Presidential,2016-02-28,"$669,272.99"
Oppose,"Kander, Jason","$1,000.00","Twitter, Inc.",Digital Web Ad Placement (Can't Afford Kander),State,2016-09-28,"$509,066.15"
Support,"Barragan, Nanette","$1,000.00",Facebook,Online Ads,State,2016-11-05,"$9,504.60"
Support,"Carroll, Morgan","$1,000.00",Facebook,Online Ads,State,2016-11-04,"$1,000.00"
Support,"Wakely, Thomas Mr.","$1,000.00",Facebook,Online Ads,State,2016-11-04,"$4,000.00"
Support,"Liz, Cheney","$1,000.00",Facebook.com,Facebook Ads to Support Liz Cheney,State,2016-08-12,"$1,000.00"
Support,"Ben, Carson","$1,000.00",facbook.com,Ads to support ben carson,Presidential,2016-01-30,"$1,000.00"
Support,"Ted, Cruz","$1,000.00",Facebook.com,ads to support Ted Cruz,Presidential,2016-01-30,
Support,"Blunt, Roy","$1,000.00",Facebook,Online ads,State,2016-11-03,"$1,000.00"
Oppose,"Clinton, Hillary Rodham","$1,000.00",Facebook,Online ads,Presidential,2016-09-20,"$1,000.00"
Oppose,"Clinton/Kaine, Hillary Rodham/Timot","$1,000.00",Facebook,Facebook ads,Presidential,2016-10-05,"$1,000.00"
Oppose,"Clinton/Kaine, Hillary Rodham/Timot","$1,000.00",Facebook,Facebook ads,Presidential,2016-10-27,"$1,000.00"
Support,"Heck, Joe","$1,000.00",Facebook,Online ads,State,2016-11-03,"$6,000.00"
Oppose,"Trump, Donald J","$1,000.00",Facebook,Ad,Presidential,2016-03-04,"$1,000.00"
Oppose,"Trump, Donald J","$1,000.00",Facebook,Ad,Presidential,2016-03-04,"$1,000.00"
Oppose,"Trump, Donald J","$1,000.00",Facebook,Ad,Presidential,2016-03-04,"$1,000.00"
Support,"Johnson, James Michael","$1,000.00",GOOGLE,ONLINE ADVERTISING,State,,$0.00
Oppose,"Clinton, Hillary","$1,000.00",Facebook,Digital advertising (placement cost),Presidential,2016-11-04,"$1,000.00"
Support,"Clinton, Hillary","$1,000.00",Facebook,Online advertising (Estimated Amount),Presidential,2016-09-26,"$14,566.51"
Support,"Clinton, Hillary","$1,000.00",Facebook,Online advertising (Estimated Amount),Presidential,2016-09-26,"$163,735.00"
Support,"Clinton, Hillary","$1,000.00",Facebook,Digital ad buy (Estimated),Presidential,2016-09-06,"$22,818.98"
Support,"Clinton, Hillary Rodham","$1,000.00",Facebook,Online Advertising,Presidential,2016-11-02,"$473,961.42"
Support,"Murphy, Patrick E","$1,000.00",Facebook,Online Advertising,State,2016-10-20,"$9,882.19"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$146,631.63"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$146,631.63"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$146,631.63"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$154,535.43"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$154,371.18"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$146,631.63"
Oppose,"Trump, Donald J.","$1,000.00",Facebook,Internet Advertising,Presidential,2016-10-14,"$213,121.18"
Support,"Feingold, Russell Dana","$1,000.00",Google,Estimated Cost: Online Advertising Services,State,,"$1,500.00"
Support,"Clinton, Hillary","$1,000.00",Facebook,Online Advertising Services,Presidential,2016-10-07,"$377,559.18"
Support,"Cheney, Elizabeth","$1,000.00",FACEBOOK INC.,DIGITAL ADVERTISING,State,2016-08-12,"$1,000.00"
Support,"Donovan, Dan","$1,000.00",Facebook,Pro-Donovan Digital Advertising,State,2015-05-02,"$1,000.00"
Oppose,"Clinton, Hillary","$1,000.00",TWITTER INC.,MEDIA BUY,Presidential,2015-04-12,"$116,500.00"
Oppose,"Clinton, Hillary","$1,000.00",TWITTER INC.,MEDIA BUY,Presidential,2015-04-12,"$116,500.00"
Oppose,"Clinton, Hillary","$1,000.00",TWITTER INC.,MEDIA BUY,Presidential,2015-04-12,"$1,000.00"
Oppose,"Clinton, Hillary","$1,000.00",TWITTER INC.,MEDIA BUY,Presidential,2015-04-12,"$106,500.00"
Support,"Ben, Carson","$1,000.00",FACEBOOK.COM,TO SUPPORT BEN CARSON,State,2016-01-30,
Support,"Ted, Cruz","$1,000.00",FACEBOOK.COM,TO SUPPORT TED CRUZ,Presidential,2016-01-30,
Support,"Ben, Carson","$1,000.00",FACEBOOK.COM,TO SUPPORT BEN CARSON,Presidential,2015-01-30,"$1,000.00"
Support,"Liz, Cheney","$1,000.00",Facebook.com,Facebook Ads to Support Liz Cheney,State,2016-08-12,$0.00
Support,"Ted, Cruz","$1,000.00",FACEBOOK.COM,TO SUPPORT TED CRUZ,Presidential,2015-01-30,"$1,000.00"
Oppose,"Clinton, Hillary Rodham","$1,000.00",Facebook,"Recruiting ads across 50 states,reporting based on single entry reporting in AO-2003",Presidential,2016-10-06,"$88,241.62"
Oppose,"Myers, Kim","$1,000.00",Facebook,Digital ad promotion,State,2016-10-28,"$1,000.00"
Oppose,"Brady, Kevin","$1,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$1,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$1,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Support,"Cruz, Rafael Edward Ted","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Support,"Cruz, Rafael Edward Ted","$1,000.00","Facebook, Inc.",Facebook Ad,Presidential,,$0.00
Support,"Cruz, Rafael Edward Ted","$1,000.00","Facebook, Inc.",Facebook Ad,Presidential,,$0.00
Support,"Toth, Steve","$1,000.00","Facebook, Inc.",Facebook Ad,State,,$0.00
Support,"Toth, Steve","$1,000.00","Facebook, Inc.",Facebook Ad,State,,$0.00
Oppose,"Trump, Donald J","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald J","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald J","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald J","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald J","$1,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Support,"Heck, Joe","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability),State,2016-10-20,"$54,586.92"
Support,"Heck, Joe","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability),State,2016-10-20,"$74,908.00"
Support,"Heck, Joe","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability),State,2016-10-20,"$74,908.00"
Support,"Rubio, Marco","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability),State,2016-10-27,"$128,268.13"
Support,"Toomey, Patrick","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability,State,2016-10-24,"$115,433.01"
Support,"Toomey, Patrick","$1,000.00","Facebook, Inc.",Media Placement (VA Accountability,State,2016-10-24,"$279,692.00"
Support,"Rubio, Marco",$999.99,"Facebook, Inc.",Media Placement (VA Accountability),State,2016-10-27,"$49,761.22"
Oppose,"Mcginty, Kathleen Alana",$986.00,Facebook Inc.,Digital Web Ad Placement (Defeat McGinty),State,2016-08-22,"$121,834.42"
Oppose,"Mcginty, Kathleen Alana",$986.00,Facebook Inc.,Digital Web Ad Placement (Defeat McGinty),State,2016-08-22,"$120,316.33"
Support,"Cruz, Ted",$957.77,Facebook,Web Advertising,Presidential,2015-05-06,"$31,647.45"
Support,"Cruz, Ted",$950.96,Facebook,Digital Media Production/Placement,Presidential,2016-01-15,"$8,475.56"
Support,"Carroll, Morgan",$946.35,Facebook,Online Ads,State,2016-11-04,$946.35
Support,"Cruz, Ted",$906.57,Facebook,Digital Media Production/Placement,Presidential,2016-01-03,"$206,980.84"
Support,"Carbajal, Salud",$900.00,Facebook Inc.,Online ads; 10/31-11/8. Does not reach $1000 until 11/3,State,2016-10-31,"$2,443.20"
Oppose,"Brady, Kevin",$893.91,"Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin",$893.91,"Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin",$893.91,"Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald J",$893.91,"Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Brady, Kevin",$893.90,"Facebook, Inc.",Facebook Ads,State,,$0.00
Support,"Cruz, Ted",$882.91,YouTube,Digital Media Production/Placement,Presidential,2016-01-23,"$179,669.91"
Oppose,"Trump, Donald J.",$871.54,Facebook,Advertising - Internet,Presidential,2016-10-02,"$20,908.46"
Support,"Cruz, Rafael 'Ted'",$863.51,Google,Digital Media Production/Placement,Presidential,2016-02-26,"$576,697.11"
Support,"Cruz, Ted",$857.69,Facebook,Digital Media Production/Placement,Presidential,2016-01-21,"$36,983.80"
Support,"Johnson, Gary",$827.51,Facebook,digital ads,Presidential,2016-08-23,"$30,827.51"
Support,"Johnson, Gary",$827.51,Facebook,digital ads,Presidential,2016-08-23,"$30,827.51"
Support,"Cruz, Ted",$826.31,Facebook,Digital Media Production/Placement,Presidential,2016-01-22,"$154,523.40"
Oppose,"Trump, Donald",$825.65,Facebook,Advertising,Presidential,2016-03-21,"$10,825.65"
Oppose,"Clinton, Hillary",$814.99,Facebook,Online Ads,Presidential,2016-10-22,"$27,595.93"
Support,"Cruz, Ted",$812.03,YouTube,Digital Media Production/Placement,Presidential,2016-01-22,"$165,863.86"
Support,"Cruz, Rafael 'Ted'",$809.19,YouTube,Digital Media Production/Placement,Presidential,2015-12-09,"$33,700.90"
Support,"Cruz, Rafael Edward 'Ted'",$809.19,YouTube,Digital Media Production/Placement,Presidential,2015-12-09,$0.00
Support,"Cruz, Rafael 'Ted'",$806.17,Facebook,Digital Media Production/Placement,Presidential,2015-07-28,"$2,306.17"
Support,"Cruz, Rafael 'Ted'",$801.52,Facebook,Digital Media Production/Placement,Presidential,2015-08-06,"$10,590.88"
Oppose,"Clinton, Hillary",$793.68,TWITTER INC.,MEDIA BUY,Presidential,2015-04-12,"$111,327.59"
Oppose,"Clinton, Hillary",$789.39,Facebook,Online Ads,Presidential,2016-10-19,"$24,515.51"
Support,"Canova, Timothy A.",$770.00,Google,Estimated Cost for Digital Advertising,State,2016-08-24,"$4,000.00"
Support,"Cruz, Ted",$769.69,Facebook,Digital Media Production/Placement,Presidential,2016-01-22,"$160,748.74"
Support,"Johnson, Gary",$762.33,Facebook,social media advertisements,Presidential,2016-09-06,"$613,221.44"
Oppose,"Clinton, Hillary",$759.91,Facebook,Online Ads,Presidential,2016-10-19,"$25,275.42"
Oppose,"Trump, Donald J",$754.86,Facebook,Advertising - Digital,Presidential,,$0.00
Oppose,"Clinton, Hillary",$754.22,Facebook,Online Ads,Presidential,2016-10-20,"$26,029.64"
Oppose,"Mccain, John",$752.74,FACEBOOK INC.,ESTIMATED AUGUST 16-28 ONLINE ADVERTISING,State,2016-08-16,"$11,882.57"
Oppose,"Clinton, Hillary",$752.68,Facebook,Online Ads,Presidential,2016-10-16,"$22,974.55"
Support,"Johnson, Gary",$752.04,Facebook,social media advertisements,Presidential,2016-09-06,"$284,211.15"
Oppose,"Clinton, Hillary",$751.57,Facebook,Online Ads,Presidential,2016-10-16,"$23,726.12"
Oppose,"Trump, Donald J",$751.56,Facebook,Advertising - Digital,Presidential,,$0.00
Oppose,"Clinton, Hillary",$751.30,Facebook,Online Ads,Presidential,2016-10-22,"$26,780.94"
Support,"Clinton, Hillary Rodham",$750.92,Facebook,Ad Buy,Presidential,2016-10-03,$750.92
Support,"Cruz, Ted",$750.57,Facebook,Online Advertising,Presidential,,"$10,512.11"
Support,"Cruz, Ted",$750.36,Facebook,Online Advertising,Presidential,2016-01-26,"$11,262.47"
Support,"Cruz, Ted",$750.28,Facebook,Online Advertising,Presidential,,"$18,027.33"
Support,"Glenn, Darryl",$750.00,FACEBOOK INC.,ONLINE ADVERTISING,State,2016-11-06,"$3,750.00"
Support,"Mast, Brian",$750.00,FACEBOOK INC.,DIGITAL ADVERTISING,State,2016-11-04,"$3,750.00"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,2016-01-20,"$7,938.73"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,,"$78,522.46"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,2016-01-05,"$135,125.09"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,2016-01-12,"$135,875.09"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,2016-01-12,"$138,534.44"
Support,"Cruz, Ted",$750.00,Facebook,Online Advertising,Presidential,,"$139,456.94"
Oppose,"Issa, Darrell",$750.00,Facebook Advertising USA,promotion of facebook posts,State,2016-10-27,"$13,788.53"
Support,"Cruz, Ted",$744.26,Facebook,Digital Media Production/Placement,Presidential,2016-01-23,"$173,986.30"
Oppose,"Ayotte, Kelly",$738.84,Facebook Inc.,Promotion of social media posts,State,2016-10-07,"$1,173.31"
Support,"Cruz, Rafael Edward 'Ted'",$734.42,YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-23,$0.00
Support,"Cruz, Ted",$732.21,Facebook,Digital Media Production/Placement,Presidential,2016-01-18,"$10,805.69"
Oppose,"Ayotte, Kelly",$716.46,Facebook Inc.,Promotion of social media posts,State,2016-10-17,"$4,760.54"
Oppose,"Trump, Donald J.",$706.00,Facebook Inc,Digital Advertising,Presidential,2016-10-19,"$61,800.00"
Support,"Cruz, Rafael 'Ted'",$681.61,Facebook,Digital Media Production/Placement,Presidential,2015-07-12,"$1,500.00"
Oppose,"Ayotte, Kelly",$680.93,Facebook Inc.,Promotion of social media posts,State,2016-10-25,"$9,524.31"
Oppose,"Ayotte, Kelly",$669.25,Facebook Inc.,Promotion of social media posts,State,2016-10-21,"$6,793.24"
Oppose,"Feingold, Russell",$650.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,041,498.99"
Support,"Applegate, Doug",$630.92,Google Inc.,"Online Advertisements; 10/10-11/8 (estimates); Does not reach $10,000 until 10/17",State,2016-10-10,"$10,524.50"
Support,"Peters, Scott",$630.92,Google Inc.,"Online ads; 10/10 - 10/31. Does not reach $1,000 until 11/1",State,2016-10-10,"$3,959.45"
Support,"Peters, Scott",$630.92,Google Inc.,"Online ads; 10/10 - 10/31. Does not reach $1,000 until 11/1",State,2016-10-10,"$3,959.45"
Support,"Ruiz, Raul",$630.92,Google Inc.,"Online ads; 10/10 - 10/31. Does not reach $1,000 until 10/29",State,2016-10-10,"$1,147.84"
Support,"Bridenstine, James Frederick",$625.00,Facebook,Social Media Advertising,State,2016-06-10,$625.00
Support,"Bridenstine, James Frederick",$625.00,Google Inc.,Internet Advertising,State,2016-06-10,"$1,250.00"
Support,"Cruz, Rafael Edward 'Ted'",$600.64,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-25,$0.00
Support,"Cruz, Rafael Edward 'Ted'",$598.23,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-24,$0.00
Support,"Trump, Donald",$591.80,Twitter Inc.,Estimated promoted Tweets/Twitter handle,Presidential,2016-11-01,$0.00
Support,"Rubio, Marco",$580.23,Facebook,internet ads,State,2016-08-18,"$21,323.00"
Support,"Cruz, Ted",$577.38,Facebook,Online Advertising,Presidential,,"$169,307.71"
Support,"Cruz, Ted",$577.38,Facebook,Online Advertising,Presidential,2016-04-05,"$169,307.71"
Support,"Cruz, Rafael 'Ted'",$575.70,Facebook,Digital Media Production/Placement,Presidential,2015-07-11,$818.39
Support,"Applegate, Doug",$566.67,"Facebook, Inc.","Online Advertisements (estimate); Does not reach $10,000 until 10/17",State,2016-09-27,"$10,010.83"
Support,"Applegate, Doug",$566.67,Twitter Inc,"Online Advertisements (estimate); Does not reach $10,000 until 10/17",State,2016-09-27,"$10,010.83"
Support,"Applegate, Doug",$566.66,Google Inc.,"Online Advertisements (estimate); Does not reach $10,000 until 10/17",State,2016-09-27,"$10,010.83"
Support,"Hurd, William",$549.66,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$884.89
Support,"Applegate, Doug",$536.90,"Facebook, Inc.","Online Advertisements; 10/5-11/8 (estimates); Does not reach $10,000 until 10/17",State,2016-10-05,"$10,524.50"
Support,"Cruz, Ted",$533.76,YouTube,Digital Media Production/Placement,Presidential,2016-01-22,"$166,397.62"
Support,"Ruiz, Raul",$516.92,"Facebook, Inc.","Online ads; 10/5 - 10/31. Does not reach $1,000 until 10/29",State,2016-10-05,"$1,147.84"
Support,"Cruz, Ted",$514.14,Facebook,Digital Media Production/Placement,Presidential,2016-01-19,"$16,190.17"
Support,"Peters, Scott",$511.16,"Facebook, Inc.","Online ads; 10/5 - 10/30. Does not reach $1,000 until 11/1",State,2016-10-05,"$3,959.45"
Support,"Peters, Scott",$511.16,"Facebook, Inc.","Online ads; 10/5 - 10/30. Does not reach $1,000 until 11/1",State,2016-10-05,"$3,959.45"
Oppose,"Clinton, Hillary",$501.01,Facebook,Online Ads,Presidential,2016-10-30,"$41,936.19"
Oppose,"Ellmers, Renee",$500.00,Google Inc.,Web ad placement (Renee Promised),State,2016-05-12,"$38,911.62"
Support,"Trump, Donald",$500.00,Twitter Inc.,Estimated promoted Tweets/Twitter handle,Presidential,2016-11-05,$0.00
Oppose,"Clinton/Kaine, Hillary Rodham/Timot",$500.00,Facebook,Facebook ads,Presidential,2016-10-05,$500.00
Oppose,"Trump, Donald J",$500.00,Facebook,Facebook ads,Presidential,2016-02-29,$500.00
Support,"Bridenstine, James Frederick",$500.00,Facebook,Social Media Advertising,State,2016-06-17,"$11,750.00"
Support,"Carson, Benjamin S Sr Md",$500.00,"Facebook, Inc.",Estimated ad buy,Presidential,2016-01-28,"$1,500.00"
Support,"Carson, Benjamin",$500.00,Facebook Inc.,Estimated digital ad buy,Presidential,2016-02-16,"$1,500.00"
Oppose,"Harris, Kamala",$500.00,FACEBOOK INC.,DIGITAL ADVERTISING,State,2016-06-04,"$3,000.00"
Support,"Clinton, Hillary Rodham",$500.00,Twitter,Online Advertising -Vote for Hillary (Estimated),Presidential,2016-04-01,$912.50
Oppose,"Ayotte, Kelly A",$500.00,Facebook Inc,Digital Advertising,State,2016-10-31,"$4,571.36"
Support,"Duckworth, L. Tammy",$500.00,Facebook Inc,Digital Advertising,State,2016-10-31,"$4,071.36"
Support,"Hassan, Margaret Wood",$500.00,Facebook Inc,Digital Advertising,State,2016-10-31,"$4,071.36"
Oppose,"Kirk, Mark Steven",$500.00,Facebook Inc,Digital Advertising,State,2016-10-31,"$4,571.36"
Oppose,"Clinton, Hillary Rodham",$500.00,Facebook,Recruiting ads 9/26-10/2,Presidential,2016-09-27,"$22,000.30"
Oppose,"Soto, Darren",$500.00,Facebook,Digital Advertising 'Song',State,2016-08-24,"$112,076.14"
Support,"Murphy, Patrick",$493.31,Facebook,Digital Ads,State,2016-10-20,"$328,749.64"
Support,"Mast, Brian",$491.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-26,"$1,371.34"
Oppose,"Clinton, Hillary",$479.40,Facebook,Online Ads,Presidential,2016-10-31,"$42,415.59"
Oppose,"Bayh, Evan",$475.00,Facebook Inc.,Digital Web Ad Placement (Bayh Board),State,2016-08-16,"$33,865.90"
Oppose,"Bayh, Evan",$475.00,Facebook Inc.,Digital Web Ad Placement (Bayh Board),State,2016-08-16,"$32,428.23"
Oppose,"Bayh, Evan",$474.48,Facebook Inc.,Digital Web Ad Placement (Bayh Board),State,2016-08-16,"$28,698.82"
Support,"Cruz, Ted",$466.30,Facebook,Digital Media Production/Placement,Presidential,2016-01-06,"$4,137.34"
Support,"Mast, Brian",$464.67,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$869.04
Support,"Mast, Brian",$464.67,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$880.34
Support,"Murphy, Patrick",$452.35,Facebook,Digital Ads,State,2016-10-20,"$328,237.82"
Support,"Murphy, Patrick",$445.28,Facebook,Digital Ads,State,2016-10-19,"$327,785.47"
Support,"Cruz, Ted",$444.94,Facebook,Digital Media Production/Placement,Presidential,2016-01-13,"$6,491.73"
Support,"Cruz, Ted",$439.81,Facebook,Digital Media Production/Placement,Presidential,2016-01-09,"$4,791.98"
Support,"Cruz, Ted",$428.89,Facebook,Digital Media Production/Placement,Presidential,2016-01-14,"$6,920.62"
Support,"Clinton, Hillary Rodham",$424.01,Facebook,Ad Buy,Presidential,2016-10-03,"$1,374.93"
Support,"Cruz, Ted",$422.86,Facebook,Digital Media Production/Placement,Presidential,2016-01-11,"$5,624.44"
Support,"Cruz, Ted",$422.35,Facebook,Digital Media Production/Placement,Presidential,2016-01-12,"$6,046.79"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$118,892.69"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$118,892.69"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$118,892.69"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$126,796.49"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$126,923.49"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$118,892.69"
Oppose,"Trump, Donald J.",$416.50,Facebook,Internet Advertising,Presidential,2016-10-13,"$185,673.49"
Support,"Rubio, Marco",$415.74,Facebook,internet ads,State,2016-08-08,"$17,582.80"
Oppose,"Donald, Trump",$413.55,Facebook,internet ad,Presidential,,
Support,"Cruz, Ted",$409.60,Facebook,Digital Media Production/Placement,Presidential,2016-01-10,"$5,201.58"
Support,"Mcsally, Martha E. Ms.",$404.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,$427.49
Oppose,"Trump, Donald J.",$400.00,Facebook Inc,Digital Advertising,Presidential,2016-09-22,"$10,750.00"
Oppose,"Trump, Donald J.",$400.00,Facebook Inc,Digital Advertising,Presidential,2016-09-22,"$10,750.00"
Support,"Clinton, Hillary Rodham",$400.00,Twitter,Online Advertising -Vote for Hillary Clinton (Estimated),Presidential,2016-07-25,"$18,542.81"
Support,"Wilder, Sellus",$397.38,Facebook inc,facebook ads,State,2016-05-11,"$10,228.08"
Support,"Cruz, Rafael Edward 'Ted'",$392.57,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-26,$0.00
Support,"Trump, Donald J.",$389.24,Facebook.com,Internet Advertising,Presidential,2016-11-01,"$8,052.42"
Support,"Cruz, Ted",$384.00,Facebook,Digital Media Production/Placement,Presidential,2016-01-20,"$29,166.25"
Support,"Mast, Brian",$383.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,"$1,263.34"
Support,"Clinton, Hillary Rodham",$377.51,Amazon.com,22 Cases For Mini IPads VA,Presidential,2016-09-15,"$1,103.66"
Oppose,"Ryan, Paul",$375.00,GOOGLE INC.,ONLINE ADVERTISING,State,2016-08-05,"$1,287.00"
Support,"Murphy, Patrick",$370.99,Facebook,Digital Ads,State,2016-10-19,"$327,306.33"
