Support / Oppose,Candidate,Amount,Name,Purchase,Office,Date,Aggregate Amount
Support,"Clinton, Hillary Rodham",$365.69,Twitter,Ad Buy,Presidential,2016-10-13,"$1,940.62"
Support,"Rubio, Marco",$359.57,Facebook,internet ads,State,2016-08-10,"$18,080.79"
Oppose,"Ayotte, Kelly",$358.27,Facebook Inc.,Promotion of social media posts,State,2016-10-11,"$4,044.08"
Support,"Rubio, Marco",$354.51,Facebook,internet ads,State,2016-08-15,"$20,162.04"
Support,"Rubio, Marco",$354.51,Facebook,internet ads,State,2016-08-15,"$20,162.04"
Support,"Clinton, Hillary Rodham",$354.19,Facebook,Ad Buy,Presidential,2016-11-01,"$553,419.29"
Oppose,"Mcginty, Kathleen",$350.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,870,118.99"
Support,"Mast, Brian",$346.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,"$1,717.34"
Support,"Rubio, Marco",$345.29,Facebook,internet ads,State,2016-08-14,"$19,411.28"
Support,"Trump, Donald",$342.67,Twitter Inc.,Estimated promoted Tweets/Twitter handle,Presidential,2016-11-28,$0.00
Support,"Cruz, Ted",$332.37,Facebook,Digital Media Production/Placement,Presidential,2016-01-19,"$16,522.54"
Support,"Cruz, Ted",$325.52,Facebook,Web Advertising,Presidential,2015-04-21,"$26,412.62"
Support,"Cruz, Ted",$325.52,Facebook,Web Advertising,Presidential,2015-04-21,"$26,473.87"
Oppose,"Ayotte, Kelly",$324.45,Facebook Inc.,Promotion of social media posts,State,2016-10-27,"$9,848.76"
Support,"Cruz, Ted",$323.30,YouTube,Digital Media Production/Placement,Presidential,2016-01-22,"$165,051.83"
Support,"Rubio, Marco",$319.32,Facebook,internet ads,State,2016-08-13,"$19,065.99"
Oppose,"Trump, Donald J.",$308.00,Facebook Inc,Digital Advertising,Presidential,2016-11-03,"$99,711.00"
Support,"Cruz, Rafael 'Ted'",$303.02,YouTube,Digital Media Production/Placement,Presidential,2015-12-08,"$26,049.04"
Support,"Cruz, Rafael Edward 'Ted'",$303.02,YouTube,Digital Media/Production,Presidential,2015-12-08,$0.00
Oppose,"Clinton, Hillary",$300.75,Facebook,Online Ads,Presidential,2016-10-29,"$41,435.18"
Oppose,"Bayh, Evan",$300.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$1,066,881.00"
Support,"Feingold, Russell Dana",$300.00,Facebook,Online Advertising,State,2016-11-01,$311.15
Support,"Cruz, Ted",$300.00,"Facebook, Inc.",Boost Posts,Presidential,2016-04-15,$895.57
Support,"Cruz, Ted",$300.00,"Facebook, Inc.",Boost Posts - ESTIMATE,Presidential,2016-04-15,$895.57
Support,"Desantis, Ronald D.",$300.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-21,$300.00
Oppose,"Heck, Joe",$300.00,Facebook,Digital ad placement,State,2016-11-04,"$220,346.37"
Support,"Kirk, Mark Steven",$296.34,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$437.98
Support,"Kirk, Mark Steven",$296.34,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$437.98
Support,"Clinton, Hillary Rodham",$294.38,Amazon.com,Tablet Covers,Presidential,2016-09-12,"$2,694.80"
Support,"Mcginty, Kathleen Alana",$294.38,Amazon.com,Tablet Covers,State,2016-09-12,"$2,737.39"
Support,"Cruz, Ted",$291.24,Facebook,Digital Media Production/Placement,Presidential,2016-01-14,"$7,260.84"
Support,"Cruz, Ted",$285.68,Facebook,Digital Media Production/Placement,Presidential,2016-01-02,"$206,074.27"
Support,"Desantis, Ronald D.",$283.88,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$817.51
Support,"Desantis, Ronald D.",$283.88,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$817.51
Support,"Rubio, Marco",$280.00,Facebook,internet ads,State,2016-08-16,"$20,442.04"
Support,"Rubio, Marco",$280.00,Facebook,internet ads,State,2016-08-16,"$20,442.04"
Support,"Cruz, Rafael Edward 'Ted'",$277.26,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-27,$0.00
Support,"Cruz, Rafael 'Ted'",$273.31,Facebook,Digital Media Production/Placement,Presidential,2015-08-01,"$7,187.31"
Support,"Zeldin, Lee M",$271.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,"$31,262.00"
Support,"Cruz, Ted",$270.50,Facebook,Digital Media Support/Placement,Presidential,2016-01-16,"$9,396.52"
Support,"Cruz, Ted",$267.60,Facebook,Digital Media Production/Placement,Presidential,2016-01-17,"$9,874.44"
Support,"Cruz, Rafael Edward 'Ted'",$266.94,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-24,$0.00
Support,"Cruz, Rafael Edward 'Ted'",$263.94,YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-21,$0.00
Support,"Cruz, Ted",$263.76,Facebook,Digital Media Production/Placement,Presidential,2016-01-15,"$7,524.60"
Support,"Cruz, Ted",$259.29,Facebook,Digital Media Production/Placement,Presidential,2016-01-01,"$205,788.59"
Oppose,"Strickland, Ted",$252.76,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-04-19,"$3,683,695.61"
Support,"Carson, Benjamin",$250.72,Facebook Inc.,Digital ad buy,Presidential,2016-02-01,"$1,250.72"
Oppose,"Clinton, Hillary",$250.03,FACEBOOK ADVERTISING,BOOST FACEBOOK PAGE,Presidential,2016-08-29,$250.03
Oppose,"Bayh, Evan",$250.00,Facebook Inc.,Digital Web Ad (Obamacare & Buy Out Banks),State,2016-09-05,"$312,097.75"
Oppose,"Bayh, Evan",$250.00,Facebook Inc.,Digital Web Ad (Obamacare & Buy Out Banks),State,2016-09-05,"$340,652.40"
Oppose,"Trump, Donald J.",$250.00,Facebook Inc,Estimated Cost: Online Advertising,Presidential,2016-08-11,"$9,334.74"
Support,"Van Hollen, Chris",$250.00,Facebook,Digital Advertising,State,2016-04-18,"$496,716.36"
Oppose,"Feingold, Russell",$250.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,041,498.99"
Oppose,"Mcginty, Kathleen",$250.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,870,118.99"
Support,"Mast, Brian",$250.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-21,$250.00
Oppose,"Trump, Donald",$250.00,Facebook,List rental,Presidential,2016-11-02,"$174,473.79"
Oppose,"Strickland, Ted",$249.67,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,201,702.13"
Oppose,"Mccain, John",$247.26,FACEBOOK INC.,AUGUST 11-15 ONLINE ADVERTISING,State,2016-08-10,"$11,882.57"
Support,"Zinke, Ryan K",$244.00,TWITTER,ONLINE ADVERTISING,State,2016-11-03,$348.00
Support,"Cruz, Rafael 'Ted'",$242.69,Facebook,Digital Media Production/Placement,Presidential,2015-07-10,$242.69
Oppose,"Clinton, Hillary Rodham",$241.32,"Google, Inc.",Ads,Presidential,2016-09-29,"$27,241.62"
Support,"Rubio, Marco",$239.67,Facebook,internet ads,State,2016-08-12,"$18,475.13"
Support,"Cortez Masto, Catherine",$235.25,Facebook,Digital Ads,State,2016-10-20,"$473,628.28"
Support,"Desantis, Ronald D.",$233.63,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$533.63
Support,"Cortez Masto, Catherine",$230.40,Facebook,Digital Ads,State,2016-10-19,"$472,710.41"
Support,"Cruz, Rafael 'Ted'",$230.13,Google,Digital Media Production/Placement,Presidential,2016-02-26,"$575,865.58"
Oppose,"Schultz, Debbie Wasserman",$230.00,Google,Estimated Cost for Digital Advertising,State,2016-08-24,"$4,000.00"
Support,"Carson, Benjamin",$229.78,Facebook Inc.,Digital ad buy,Presidential,2016-02-03,"$1,500.00"
Oppose,"Clinton, Hillary",$229.64,FACEBOOK ADVERTISING,BOOST PAGE,Presidential,2016-09-01,$479.67
Support,"Cruz, Ted",$229.49,Facebook,Digital Media Production/Placement,Presidential,2016-01-15,"$8,705.05"
Support,"Kirk, Mark Steven",$225.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-27,$662.98
Oppose,"Trump, Donald",$224.29,Facebook,advertising for event,Presidential,2016-09-23,"$54,728.20"
Support,"Cruz, Rafael Edward Ted",$219.78,Facebook,Digital Media Production/Placement,Presidential,2016-03-31,"$35,756.86"
Support,"Rubio, Marco",$216.68,Facebook,internet ads,State,2016-08-04,"$16,671.61"
Support,"Rubio, Marco",$214.95,Facebook,internet ads,State,2016-08-19,"$21,537.95"
Support,"Cruz, Ted",$214.83,Facebook,Digital Media Production/Placement,Presidential,2016-01-08,"$4,352.17"
Support,"Cruz, Ted",$212.31,Facebook,Digital Media Production/Placement,Presidential,2016-01-16,"$9,126.02"
Oppose,"Bayh, Evan",$211.30,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-09-30,"$1,066,881.00"
Support,"Cruz, Ted",$210.32,Facebook,Digital Media Production/Placement,Presidential,2016-01-16,"$9,606.84"
Oppose,"Ayotte, Kelly",$209.74,Facebook Inc.,Promotion of social media posts,State,2016-10-20,"$5,265.24"
Oppose,"Trump, Donald J.",$209.37,Twitter,Digital Advertising,Presidential,,"$302,270.95"
Support,"Cruz, Ted",$208.66,Facebook,Digital Media Production/Placement,Presidential,2016-01-15,"$8,913.71"
Support,"Cruz, Ted",$205.08,Facebook,Digital Media Production/Placement,Presidential,2016-01-19,"$16,727.62"
Oppose,"Strickland, Ted",$205.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (ESTIMATE),State,,"$1,856,568.00"
Support,"Cruz, Ted",$204.22,Facebook,Digital Media Production/Placement,Presidential,2016-01-21,"$29,370.47"
Support,"Cruz, Ted",$201.34,Facebook,Digital Media Production/Placement,Presidential,2016-01-23,"$166,598.96"
Oppose,"Bayh, Evan",$200.00,Facebook Inc.,Digital Web Ad Placement (Don't Buy It Tour),State,2016-08-16,"$34,065.90"
Oppose,"Bayh, Evan",$200.00,Facebook Inc.,Digital Web Ad Placement (Don't Buy It Tour),State,2016-08-16,"$32,628.23"
Oppose,"Clinton/Kaine, Hillary Rodham/Timot",$200.00,Facebook,Facebook ads,Presidential,2016-10-05,$200.00
Oppose,"Clinton/Kaine, Hillary Rodham/Timot",$200.00,Facebook,Facebook ads,Presidential,2016-10-05,"$1,200.00"
Oppose,"Clinton/Kaine, Hillary Rodham/Timot",$200.00,Facebook,Facebook ad,Presidential,2016-10-05,$200.00
Support,"Clinton, Hillary Rodham",$200.00,Facebook,Online Advertising -Vote for Hillary Clinton (Estimated),Presidential,2016-07-25,"$18,742.81"
Oppose,"Bayh, Evan",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$1,066,881.00"
Oppose,"Feingold, Russell",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,025,048.99"
Oppose,"Masto, Catherine",$200.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Oppose,"Masto, Catherine",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Oppose,"Masto, Catherine",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$1,036,945.00"
Oppose,"Strickland, Ted",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,937,438.37"
Oppose,"Strickland, Ted",$200.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,752,131.91"
Oppose,"Strickland, Ted",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,752,131.91"
Oppose,"Strickland, Ted",$200.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-06-16,"$6,201,702.13"
Oppose,"Strickland, Ted",$200.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-04-22,"$3,683,695.61"
Support,"Cruz, Rafael 'Ted'",$200.00,Facebook,Digital Media Production/Placement - See Red Metrics 10-21-15,Presidential,2015-10-16,"$12,390.88"
Support,"Cruz, Rafael 'Ted'",$200.00,Facebook,Digital Media Production/Placement - See Red Metrics 10-21-15,Presidential,2015-10-20,"$12,590.88"
Support,"Cruz, Rafael Edward 'Ted'",$200.00,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-10-16,"$12,390.88"
Support,"Cruz, Rafael Edward 'Ted'",$200.00,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-10-20,"$12,590.88"
Support,"Clinton, Hillary Rodham",$200.00,Facebook,Online Advertising,Presidential,2016-10-27,"$346,859.22"
Support,"Cruz, Rafael 'Ted'",$199.81,Facebook,Digital Media Production/Placement - See Red Metrics 10-21-15,Presidential,2015-10-21,"$12,790.69"
Support,"Cruz, Rafael Edward 'Ted'",$199.81,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-10-21,"$12,790.69"
Support,"Cruz, Ted",$199.04,Facebook,Digital Media Production/Placement,Presidential,2016-01-18,"$10,073.48"
Support,"Cruz, Ted",$198.51,Facebook,Digital Media Production/Placement,Presidential,2016-01-20,"$16,926.13"
Support,"Hurd, William",$196.35,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$196.35
Support,"Cortez Masto, Catherine",$195.79,Facebook,Digital Ads,State,2016-10-19,"$472,928.29"
Support,"Rubio, Marco",$195.11,Facebook,internet ads,State,2016-08-05,"$16,866.72"
Support,"Cortez Masto, Catherine",$194.09,Facebook,Digital Ads,State,2016-10-20,"$473,389.05"
Support,"Cruz, Ted",$191.39,Facebook,Digital Media Production/Placement,Presidential,2016-01-22,"$153,697.09"
Support,"Cruz, Ted",$188.60,Facebook,Digital Media Production/Placement,Presidential,2016-01-19,"$10,994.29"
Oppose,"Bayh, Evan",$182.97,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-08-02,"$1,066,881.00"
Support,"Zeldin, Lee M",$181.00,TWITTER,ONLINE ADVERTISING,State,2016-11-04,"$31,443.00"
Support,"Zeldin, Lee M",$181.00,TWITTER,ONLINE ADVERTISING,State,2016-11-04,"$31,443.00"
Support,"Zinke, Ryan K",$176.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,$176.00
Support,"Kemper, Nancy Jo",$175.05,Facebook Inc,facebook ads,State,2016-11-01,"$5,671.05"
Support,"Trump, Donald",$175.00,Twitter Inc,Estimated promoted Tweets/Twitter handle,Presidential,2016-10-27,$0.00
Oppose,"Strickland, Ted",$166.79,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,937,438.37"
Support,"Desantis, Ronald D.",$162.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-27,"$1,139.51"
Oppose,"Bayh, Evan",$161.83,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-08-12,"$1,066,881.00"
Support,"Hidalgo, Juan M Jr",$161.78,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$161.78
Support,"Desantis, Ronald D.",$160.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$693.63
Support,"Mcsally, Martha E. Ms.",$160.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-07,"$31,525.49"
Oppose,"Ellmers, Renee",$158.94,Google Inc,Web ad placement (Renee Promised),State,2016-05-12,"$32,153.62"
Oppose,"Ellmers, Renee",$158.94,Google,Web ad placement (Renee Promised),State,2016-05-12,"$70,044.59"
Support,"Murphy, Patrick",$156.49,Facebook,Digital Ads,State,2016-10-18,"$294,115.75"
Support,"Rubio, Marco",$154.67,Facebook,internet ads,State,2016-08-11,"$18,235.46"
Support,"Mast, Brian",$154.37,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$404.37
Oppose,"Strickland, Ted",$150.33,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-06-12,"$6,201,702.13"
Oppose,"Bayh, Evan",$150.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-09-30,"$1,066,881.00"
Oppose,"Mcginty, Kathleen",$150.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,870,118.99"
Support,"Desantis, Ronald D.",$146.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-01,"$32,185.51"
Oppose,"Cortez Masto, Catherine",$144.52,Facebook Inc.,Facebook Ad Masto,State,2016-09-19,"$153,670.74"
Support,"Clinton, Hillary Rodham",$144.00,Facebook,Internet Advertising,Presidential,2016-10-18,"$191,907.73"
Support,"Clinton, Hillary Rodham",$144.00,Facebook,Internet Advertising,Presidential,2016-10-18,"$191,907.73"
Oppose,"Trump, Donald J.",$143.00,Facebook Inc,Digital Advertising,Presidential,2016-10-31,"$97,716.00"
Oppose,"Ayotte, Kelly",$141.90,Amazon,Volunteer event supplies,State,2016-10-10,"$3,685.81"
Support,"Kirk, Mark Steven",$141.64,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$141.64
Support,"Cruz, Rafael Edward 'Ted'",$140.81,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-22,$0.00
Support,"Hurd, William",$138.88,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$335.23
Support,"Hurd, William",$138.88,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$335.23
Support,"Rubio, Marco",$138.42,Facebook,internet ads,State,2016-08-09,"$17,721.22"
Support,"Rubio, Marco",$135.97,Facebook,internet ads,State,2016-08-20,"$21,673.92"
Support,"Clinton, Hillary Rodham",$134.94,Facebook,Internet Advertising,Presidential,2016-10-14,"$154,956.07"
Support,"Clinton, Hillary Rodham",$134.94,Facebook,Internet Advertising,Presidential,2016-10-14,"$154,791.82"
Support,"Clinton, Hillary Rodham",$134.94,Facebook,Internet Advertising,Presidential,2016-10-14,"$147,052.27"
Support,"Clinton, Hillary Rodham",$134.94,Facebook,Internet Advertising,Presidential,2016-10-14,"$213,541.82"
Oppose,"Mcginty, Kathleen",$133.34,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,517,194.58"
Oppose,"Masto, Catherine",$133.33,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,812,909.90"
Oppose,"Strickland, Ted",$133.33,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,937,438.37"
Oppose,"Strickland, Ted",$133.21,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-07-31,"$6,937,438.37"
Support,"Cruz, Rafael Edward 'Ted'",$132.59,Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-23,$0.00
Support,"Bennett, Luann",$125.85,Amazon.com,22 Cases For Mini IPads VA,State,2016-09-14,$713.05
Support,"Nehlen, Paul",$125.00,GOOGLE INC.,ONLINE ADVERTISING,State,2016-08-05,"$1,287.00"
Support,"Clinton, Hillary Rodham",$124.48,Twitter,Ad Buy,Presidential,2016-10-20,"$2,065.10"
Oppose,"Bayh, Evan",$120.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-10-01,"$1,066,881.00"
Support,"Clinton, Hillary Rodham",$120.00,Facebook,Online Advertising,Presidential,2016-10-25,"$345,885.22"
Oppose,"Trump, Donald J.",$120.00,Facebook,Internet Advertising,Presidential,2016-07-22,$295.00
Oppose,"Donald, Trump",$119.95,Facebook,"facebook page push ad, ongoing",Presidential,,
Support,"Clinton, Hillary",$117.84,"Facebook, Inc.",Digital Advertising,Presidential,2016-11-02,"$1,802,684.55"
Support,"Hidalgo, Juan M Jr",$116.00,TWITTER,ONLINE ADVERTISING,State,2016-10-31,$405.24
Support,"Kirk, Mark Steven",$116.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-07,$778.98
Support,"Clinton, Hillary",$114.95,"Facebook, Inc.",Digital Advertising,Presidential,2016-11-02,"$1,802,684.55"
Support,"Clinton, Hillary",$112.38,"Facebook, Inc.",Digital Advertising,Presidential,2016-11-02,"$1,802,684.55"
Support,"Cruz, Ted",$109.68,Facebook,Online Advertising,Presidential,2016-02-02,"$18,568.41"
Support,"Cruz, Ted",$109.68,Facebook,Online Advertising,Presidential,2016-02-02,"$18,568.41"
Support,"Applegate, Doug",$108.35,Twitter Inc,"Online Advertisements; 10/3 - 11/8 (estimates); Does not reach $10,000 until 10/17",State,2016-10-03,"$10,524.50"
Support,"Zinke, Ryan K",$104.00,TWITTER,ONLINE ADVERTISING,State,2016-10-31,$104.00
Oppose,"Cruz, Rafael Edward Ted",$102.81,Twitter Inc.,Digital Advertising,Presidential,2015-11-20,"$317,557.95"
Oppose,"Bush, Jeb",$102.80,Twitter Inc.,Digital Advertising,Presidential,2015-11-20,"$317,557.95"
Oppose,"Rubio, Marco",$102.80,Twitter Inc.,Digital Advertising,Presidential,2015-11-20,"$317,557.95"
Oppose,"Trump, Donald J",$102.80,Twitter Inc.,Digital Advertising,Presidential,2015-11-20,"$317,557.95"
Support,"Clinton, Hillary",$100.47,"Facebook, Inc.",Digital Advertising,Presidential,2016-11-02,"$1,802,684.55"
Support,"Clinton, Hillary Rodham",$100.00,Facebook,Online Ads - Rally to Support Hillary Clinton - Non-Contribution Accoun,Presidential,2016-11-01,$100.00
Support,"Clinton, Hillary Rodham",$100.00,Facebook,Online Ads - Rally to Support Hillary Clinton - Non-Contribution Account (estimated),Presidential,2016-10-14,$100.00
Oppose,"Trump, Donald J.",$100.00,Facebook,Advertising for an event,Presidential,2016-10-31,"$82,146.66"
Oppose,"Trump, Donald J.",$100.00,Facebook,Advertising for an event,Presidential,2016-11-01,"$82,335.86"
Oppose,"Ryan, Paul",$100.00,Facebook Inc.,Advertisement Ind. Exp,State,2016-08-01,"$1,412.15"
Oppose,"Ryan, Paul",$100.00,Facebook Inc.,Advertisement Ind. Exp,State,2016-08-02,"$1,612.15"
Oppose,"Ryan, Paul",$100.00,Facebook Inc.,Advertisement Ind. Exp,State,2016-08-03,"$1,712.15"
Oppose,"Ryan, Paul",$100.00,Facebook Inc.,Advertisement Ind. Exp,State,2016-08-04,"$2,312.15"
Oppose,"Ryan, Paul",$100.00,Facebook Inc.,Advertisement Ind. Exp,State,2016-08-05,"$2,412.15"
Support,"Clinton, Hillary Rodham",$100.00,Twitter,Online Advertising - Another Feminist for Hillary (Estimated),Presidential,2016-02-25,"$15,885.30"
Support,"Clinton, Hillary Rodham",$100.00,Twitter,Online Advertising - Another Feminist for Hillary (Estimated),Presidential,2016-02-25,"$15,822.80"
Support,"Clinton, Hillary Rodham",$100.00,Twitter,Online Advertising - Another Feminist for Hillary (Estimated),Presidential,2016-02-25,"$15,372.61"
Oppose,"Bayh, Evan",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (ESTIMATE),State,,"$1,054,481.00"
Oppose,"Bayh, Evan",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (ESTIMATE),State,,"$1,054,481.00"
Oppose,"Bayh, Evan",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (ESTIMATE),State,,"$1,054,481.00"
Oppose,"Feingold, Russell",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,025,048.99"
Oppose,"Feingold, Russell",$100.00,Google,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,041,498.99"
Oppose,"Masto, Catherine",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Oppose,"Masto, Catherine",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$1,036,945.00"
Oppose,"Masto, Catherine",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$4,566,670.90"
Oppose,"Masto, Catherine",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$4,566,670.90"
Oppose,"Masto, Catherine",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$8,393,208.09"
Oppose,"Masto, Catherine",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$8,393,208.09"
Oppose,"Masto, Catherine",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,812,909.90"
Oppose,"Masto, Catherine",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,812,909.90"
Oppose,"Masto, Catherine",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$7,007,482.90"
Oppose,"Masto, Catherine",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$7,007,482.90"
Oppose,"Mcginty, Kathleen",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,737,342.44"
Oppose,"Mcginty, Kathleen",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,737,342.44"
Oppose,"Mcginty, Kathleen",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,517,194.58"
Oppose,"Mcginty, Kathleen",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,517,194.58"
Oppose,"Strickland, Ted",$100.00,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,937,438.37"
Oppose,"Strickland, Ted",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,937,438.37"
Oppose,"Strickland, Ted",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$8,808,823.87"
Oppose,"Strickland, Ted",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,752,131.91"
Oppose,"Strickland, Ted",$100.00,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,683,695.61"
Oppose,"Strickland, Ted",$100.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$3,683,695.61"
Oppose,"Trump, Donald J.",$100.00,Facebook,Internet Advertising,Presidential,2016-08-27,"$13,386.42"
Support,"Jayapal, Pramila",$100.00,Facebook,Digital Advertising - Pramila is an Inspiration,State,2016-10-24,"$5,834.16"
Oppose,"Masto, Catherine",$99.73,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-06-30,"$2,215,937.89"
Oppose,"Strickland, Ted",$99.41,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-06-30,"$6,937,438.37"
Support,"Hurd, William",$98.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,"$1,080.89"
Support,"Hurd, William",$98.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-26,$982.89
Support,"Chabot, Paul R Dr.",$95.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-26,$259.05
Support,"Cruz, Ted",$92.50,Facebook,Digital Media Production/Placement,Presidential,2016-01-23,"$177,466.44"
Support,"Murphy, Patrick",$92.49,Facebook,Digital Ads,State,2016-10-19,"$326,935.34"
Support,"Hidalgo, Juan M Jr",$91.00,GOOGLE,ONLINE ADVERTISING,State,2016-10-26,$289.24
Support,"Zeldin, Lee M",$91.00,TWITTER,ONLINE ADVERTISING,State,2016-10-31,$91.00
Support,"Clinton, Hillary Rodham",$90.00,Facebook,Online Advertising,Presidential,2016-10-21,"$273,964.17"
Support,"Chabot, Paul R Dr.",$87.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-31,$346.05
